colour	x	y	key	clickSelects	showSelected1	showSelected2	fill
#F8766D	2.465	21.5	4	4	15	4	#F8766D
#00BA38	2.62	21	6	6	15	6	#00BA38
#00BA38	2.77	19.7	6	6	15	6	#00BA38
#F8766D	2.78	21.4	4	4	15	4	#F8766D
#00BA38	2.875	21	6	6	15	6	#00BA38
#F8766D	3.15	22.8	4	4	15	4	#F8766D
#619CFF	3.17	15.8	8	8	15	8	#619CFF
#F8766D	3.19	24.4	4	4	15	4	#F8766D
#F8766D	1.513	30.4	4	4	16	4	#F8766D
#F8766D	1.615	30.4	4	4	16	4	#F8766D
#F8766D	1.835	33.9	4	4	16	4	#F8766D
#F8766D	1.935	27.3	4	4	16	4	#F8766D
#F8766D	2.14	26	4	4	16	4	#F8766D
#F8766D	2.2	32.4	4	4	16	4	#F8766D
#F8766D	2.32	22.8	4	4	16	4	#F8766D
#F8766D	2.465	21.5	4	4	16	4	#F8766D
#00BA38	2.62	21	6	6	16	6	#00BA38
#00BA38	2.77	19.7	6	6	16	6	#00BA38
#F8766D	2.78	21.4	4	4	16	4	#F8766D
#00BA38	2.875	21	6	6	16	6	#00BA38
#F8766D	3.15	22.8	4	4	16	4	#F8766D
#619CFF	3.17	15.8	8	8	16	8	#619CFF
#F8766D	3.19	24.4	4	4	16	4	#F8766D
#00BA38	3.215	21.4	6	6	16	6	#00BA38
#F8766D	1.513	30.4	4	4	17	4	#F8766D
#F8766D	1.615	30.4	4	4	17	4	#F8766D
#F8766D	1.835	33.9	4	4	17	4	#F8766D
#F8766D	1.935	27.3	4	4	17	4	#F8766D
#F8766D	2.14	26	4	4	17	4	#F8766D
#F8766D	2.2	32.4	4	4	17	4	#F8766D
#F8766D	2.32	22.8	4	4	17	4	#F8766D
#F8766D	2.465	21.5	4	4	17	4	#F8766D
#00BA38	2.62	21	6	6	17	6	#00BA38
#00BA38	2.77	19.7	6	6	17	6	#00BA38
#F8766D	2.78	21.4	4	4	17	4	#F8766D
#00BA38	2.875	21	6	6	17	6	#00BA38
#F8766D	3.15	22.8	4	4	17	4	#F8766D
#619CFF	3.17	15.8	8	8	17	8	#619CFF
#F8766D	3.19	24.4	4	4	17	4	#F8766D
#00BA38	3.215	21.4	6	6	17	6	#00BA38
#619CFF	3.435	15.2	8	8	17	8	#619CFF
#F8766D	1.513	30.4	4	4	18	4	#F8766D
#F8766D	1.615	30.4	4	4	18	4	#F8766D
#F8766D	1.835	33.9	4	4	18	4	#F8766D
#F8766D	1.935	27.3	4	4	18	4	#F8766D
#F8766D	2.14	26	4	4	18	4	#F8766D
#F8766D	2.2	32.4	4	4	18	4	#F8766D
#F8766D	2.32	22.8	4	4	18	4	#F8766D
#F8766D	2.465	21.5	4	4	18	4	#F8766D
#00BA38	2.62	21	6	6	18	6	#00BA38
#00BA38	2.77	19.7	6	6	18	6	#00BA38
#F8766D	2.78	21.4	4	4	18	4	#F8766D
#00BA38	2.875	21	6	6	18	6	#00BA38
#F8766D	3.15	22.8	4	4	18	4	#F8766D
#619CFF	3.17	15.8	8	8	18	8	#619CFF
#F8766D	3.19	24.4	4	4	18	4	#F8766D
#00BA38	3.215	21.4	6	6	18	6	#00BA38
#619CFF	3.435	15.2	8	8	18	8	#619CFF
#619CFF	3.44	18.7	8	8	18	8	#619CFF
#F8766D	1.513	30.4	4	4	19	4	#F8766D
#F8766D	1.615	30.4	4	4	19	4	#F8766D
#F8766D	1.835	33.9	4	4	19	4	#F8766D
#F8766D	1.935	27.3	4	4	19	4	#F8766D
#F8766D	2.14	26	4	4	19	4	#F8766D
#F8766D	2.2	32.4	4	4	19	4	#F8766D
#F8766D	2.32	22.8	4	4	19	4	#F8766D
#F8766D	2.465	21.5	4	4	19	4	#F8766D
#00BA38	2.62	21	6	6	19	6	#00BA38
#00BA38	2.77	19.7	6	6	19	6	#00BA38
#F8766D	2.78	21.4	4	4	19	4	#F8766D
#00BA38	2.875	21	6	6	19	6	#00BA38
#F8766D	3.15	22.8	4	4	19	4	#F8766D
#619CFF	3.17	15.8	8	8	19	8	#619CFF
#F8766D	3.19	24.4	4	4	19	4	#F8766D
#00BA38	3.215	21.4	6	6	19	6	#00BA38
#619CFF	3.435	15.2	8	8	19	8	#619CFF
#619CFF	3.44	18.7	8	8	19	8	#619CFF
#00BA38	3.44	19.2	6	6	19	6	#00BA38
#F8766D	1.513	30.4	4	4	20	4	#F8766D
#F8766D	1.615	30.4	4	4	20	4	#F8766D
#F8766D	1.835	33.9	4	4	20	4	#F8766D
#F8766D	1.935	27.3	4	4	20	4	#F8766D
#F8766D	2.14	26	4	4	20	4	#F8766D
#F8766D	2.2	32.4	4	4	20	4	#F8766D
#F8766D	2.32	22.8	4	4	20	4	#F8766D
#F8766D	2.465	21.5	4	4	20	4	#F8766D
#00BA38	2.62	21	6	6	20	6	#00BA38
#00BA38	2.77	19.7	6	6	20	6	#00BA38
#F8766D	2.78	21.4	4	4	20	4	#F8766D
#00BA38	2.875	21	6	6	20	6	#00BA38
#F8766D	3.15	22.8	4	4	20	4	#F8766D
#619CFF	3.17	15.8	8	8	20	8	#619CFF
#F8766D	3.19	24.4	4	4	20	4	#F8766D
#00BA38	3.215	21.4	6	6	20	6	#00BA38
#619CFF	3.435	15.2	8	8	20	8	#619CFF
#619CFF	3.44	18.7	8	8	20	8	#619CFF
#00BA38	3.44	19.2	6	6	20	6	#00BA38
#00BA38	3.44	17.8	6	6	20	6	#00BA38
#F8766D	1.513	30.4	4	4	21	4	#F8766D
#F8766D	1.615	30.4	4	4	21	4	#F8766D
#F8766D	1.835	33.9	4	4	21	4	#F8766D
#F8766D	1.935	27.3	4	4	21	4	#F8766D
#F8766D	2.14	26	4	4	21	4	#F8766D
#F8766D	2.2	32.4	4	4	21	4	#F8766D
#F8766D	2.32	22.8	4	4	21	4	#F8766D
#F8766D	2.465	21.5	4	4	21	4	#F8766D
#00BA38	2.62	21	6	6	21	6	#00BA38
#00BA38	2.77	19.7	6	6	21	6	#00BA38
#F8766D	2.78	21.4	4	4	21	4	#F8766D
#00BA38	2.875	21	6	6	21	6	#00BA38
#F8766D	3.15	22.8	4	4	21	4	#F8766D
#619CFF	3.17	15.8	8	8	21	8	#619CFF
#F8766D	3.19	24.4	4	4	21	4	#F8766D
#00BA38	3.215	21.4	6	6	21	6	#00BA38
#619CFF	3.435	15.2	8	8	21	8	#619CFF
#619CFF	3.44	18.7	8	8	21	8	#619CFF
#00BA38	3.44	19.2	6	6	21	6	#00BA38
#00BA38	3.44	17.8	6	6	21	6	#00BA38
#00BA38	3.46	18.1	6	6	21	6	#00BA38
#F8766D	1.513	30.4	4	4	22	4	#F8766D
#F8766D	1.615	30.4	4	4	22	4	#F8766D
#F8766D	1.835	33.9	4	4	22	4	#F8766D
#F8766D	1.935	27.3	4	4	22	4	#F8766D
#F8766D	2.14	26	4	4	22	4	#F8766D
#F8766D	2.2	32.4	4	4	22	4	#F8766D
#F8766D	2.32	22.8	4	4	22	4	#F8766D
#F8766D	2.465	21.5	4	4	22	4	#F8766D
#00BA38	2.62	21	6	6	22	6	#00BA38
#00BA38	2.77	19.7	6	6	22	6	#00BA38
#F8766D	2.78	21.4	4	4	22	4	#F8766D
#00BA38	2.875	21	6	6	22	6	#00BA38
#F8766D	3.15	22.8	4	4	22	4	#F8766D
#619CFF	3.17	15.8	8	8	22	8	#619CFF
#F8766D	3.19	24.4	4	4	22	4	#F8766D
#00BA38	3.215	21.4	6	6	22	6	#00BA38
#619CFF	3.435	15.2	8	8	22	8	#619CFF
#619CFF	3.44	18.7	8	8	22	8	#619CFF
#00BA38	3.44	19.2	6	6	22	6	#00BA38
#00BA38	3.44	17.8	6	6	22	6	#00BA38
#00BA38	3.46	18.1	6	6	22	6	#00BA38
#619CFF	3.52	15.5	8	8	22	8	#619CFF
#F8766D	1.513	30.4	4	4	23	4	#F8766D
#F8766D	1.615	30.4	4	4	23	4	#F8766D
#F8766D	1.835	33.9	4	4	23	4	#F8766D
#F8766D	1.935	27.3	4	4	23	4	#F8766D
#F8766D	2.14	26	4	4	23	4	#F8766D
#F8766D	2.2	32.4	4	4	23	4	#F8766D
#F8766D	2.32	22.8	4	4	23	4	#F8766D
#F8766D	2.465	21.5	4	4	23	4	#F8766D
#00BA38	2.62	21	6	6	23	6	#00BA38
#00BA38	2.77	19.7	6	6	23	6	#00BA38
#F8766D	2.78	21.4	4	4	23	4	#F8766D
#00BA38	2.875	21	6	6	23	6	#00BA38
#F8766D	3.15	22.8	4	4	23	4	#F8766D
#619CFF	3.17	15.8	8	8	23	8	#619CFF
#F8766D	3.19	24.4	4	4	23	4	#F8766D
#00BA38	3.215	21.4	6	6	23	6	#00BA38
#619CFF	3.435	15.2	8	8	23	8	#619CFF
#619CFF	3.44	18.7	8	8	23	8	#619CFF
#00BA38	3.44	19.2	6	6	23	6	#00BA38
#00BA38	3.44	17.8	6	6	23	6	#00BA38
#00BA38	3.46	18.1	6	6	23	6	#00BA38
#619CFF	3.52	15.5	8	8	23	8	#619CFF
#619CFF	3.57	14.3	8	8	23	8	#619CFF
#F8766D	1.513	30.4	4	4	24	4	#F8766D
#F8766D	1.615	30.4	4	4	24	4	#F8766D
#F8766D	1.835	33.9	4	4	24	4	#F8766D
#F8766D	1.935	27.3	4	4	24	4	#F8766D
#F8766D	2.14	26	4	4	24	4	#F8766D
#F8766D	2.2	32.4	4	4	24	4	#F8766D
#F8766D	2.32	22.8	4	4	24	4	#F8766D
#F8766D	2.465	21.5	4	4	24	4	#F8766D
#00BA38	2.62	21	6	6	24	6	#00BA38
#00BA38	2.77	19.7	6	6	24	6	#00BA38
#F8766D	2.78	21.4	4	4	24	4	#F8766D
#00BA38	2.875	21	6	6	24	6	#00BA38
#F8766D	3.15	22.8	4	4	24	4	#F8766D
#619CFF	3.17	15.8	8	8	24	8	#619CFF
#F8766D	3.19	24.4	4	4	24	4	#F8766D
#00BA38	3.215	21.4	6	6	24	6	#00BA38
#619CFF	3.435	15.2	8	8	24	8	#619CFF
#619CFF	3.44	18.7	8	8	24	8	#619CFF
#00BA38	3.44	19.2	6	6	24	6	#00BA38
#00BA38	3.44	17.8	6	6	24	6	#00BA38
#00BA38	3.46	18.1	6	6	24	6	#00BA38
#619CFF	3.52	15.5	8	8	24	8	#619CFF
#619CFF	3.57	14.3	8	8	24	8	#619CFF
#619CFF	3.57	15	8	8	24	8	#619CFF
#F8766D	1.513	30.4	4	4	25	4	#F8766D
#F8766D	1.615	30.4	4	4	25	4	#F8766D
#F8766D	1.835	33.9	4	4	25	4	#F8766D
#F8766D	1.935	27.3	4	4	25	4	#F8766D
#F8766D	2.14	26	4	4	25	4	#F8766D
#F8766D	2.2	32.4	4	4	25	4	#F8766D
#F8766D	2.32	22.8	4	4	25	4	#F8766D
#F8766D	2.465	21.5	4	4	25	4	#F8766D
#00BA38	2.62	21	6	6	25	6	#00BA38
#00BA38	2.77	19.7	6	6	25	6	#00BA38
#F8766D	2.78	21.4	4	4	25	4	#F8766D
#00BA38	2.875	21	6	6	25	6	#00BA38
#F8766D	3.15	22.8	4	4	25	4	#F8766D
#619CFF	3.17	15.8	8	8	25	8	#619CFF
#F8766D	3.19	24.4	4	4	25	4	#F8766D
#00BA38	3.215	21.4	6	6	25	6	#00BA38
#619CFF	3.435	15.2	8	8	25	8	#619CFF
#619CFF	3.44	18.7	8	8	25	8	#619CFF
#00BA38	3.44	19.2	6	6	25	6	#00BA38
#00BA38	3.44	17.8	6	6	25	6	#00BA38
#00BA38	3.46	18.1	6	6	25	6	#00BA38
#619CFF	3.52	15.5	8	8	25	8	#619CFF
#619CFF	3.57	14.3	8	8	25	8	#619CFF
#619CFF	3.57	15	8	8	25	8	#619CFF
#619CFF	3.73	17.3	8	8	25	8	#619CFF
#F8766D	1.513	30.4	4	4	26	4	#F8766D
#F8766D	1.615	30.4	4	4	26	4	#F8766D
#F8766D	1.835	33.9	4	4	26	4	#F8766D
#F8766D	1.935	27.3	4	4	26	4	#F8766D
#F8766D	2.14	26	4	4	26	4	#F8766D
#F8766D	2.2	32.4	4	4	26	4	#F8766D
#F8766D	2.32	22.8	4	4	26	4	#F8766D
#F8766D	2.465	21.5	4	4	26	4	#F8766D
#00BA38	2.62	21	6	6	26	6	#00BA38
#00BA38	2.77	19.7	6	6	26	6	#00BA38
#F8766D	2.78	21.4	4	4	26	4	#F8766D
#00BA38	2.875	21	6	6	26	6	#00BA38
#F8766D	3.15	22.8	4	4	26	4	#F8766D
#619CFF	3.17	15.8	8	8	26	8	#619CFF
#F8766D	3.19	24.4	4	4	26	4	#F8766D
#00BA38	3.215	21.4	6	6	26	6	#00BA38
#619CFF	3.435	15.2	8	8	26	8	#619CFF
#619CFF	3.44	18.7	8	8	26	8	#619CFF
#00BA38	3.44	19.2	6	6	26	6	#00BA38
#00BA38	3.44	17.8	6	6	26	6	#00BA38
#00BA38	3.46	18.1	6	6	26	6	#00BA38
#619CFF	3.52	15.5	8	8	26	8	#619CFF
#619CFF	3.57	14.3	8	8	26	8	#619CFF
#619CFF	3.57	15	8	8	26	8	#619CFF
#619CFF	3.73	17.3	8	8	26	8	#619CFF
#619CFF	3.78	15.2	8	8	26	8	#619CFF
#F8766D	1.513	30.4	4	4	27	4	#F8766D
#F8766D	1.615	30.4	4	4	27	4	#F8766D
#F8766D	1.835	33.9	4	4	27	4	#F8766D
#F8766D	1.935	27.3	4	4	27	4	#F8766D
#F8766D	2.14	26	4	4	27	4	#F8766D
#F8766D	2.2	32.4	4	4	27	4	#F8766D
#F8766D	2.32	22.8	4	4	27	4	#F8766D
#F8766D	2.465	21.5	4	4	27	4	#F8766D
#00BA38	2.62	21	6	6	27	6	#00BA38
#00BA38	2.77	19.7	6	6	27	6	#00BA38
#F8766D	2.78	21.4	4	4	27	4	#F8766D
#00BA38	2.875	21	6	6	27	6	#00BA38
#F8766D	3.15	22.8	4	4	27	4	#F8766D
#619CFF	3.17	15.8	8	8	27	8	#619CFF
#F8766D	3.19	24.4	4	4	27	4	#F8766D
#00BA38	3.215	21.4	6	6	27	6	#00BA38
#619CFF	3.435	15.2	8	8	27	8	#619CFF
#619CFF	3.44	18.7	8	8	27	8	#619CFF
#00BA38	3.44	19.2	6	6	27	6	#00BA38
#00BA38	3.44	17.8	6	6	27	6	#00BA38
#00BA38	3.46	18.1	6	6	27	6	#00BA38
#619CFF	3.52	15.5	8	8	27	8	#619CFF
#619CFF	3.57	14.3	8	8	27	8	#619CFF
#619CFF	3.57	15	8	8	27	8	#619CFF
#619CFF	3.73	17.3	8	8	27	8	#619CFF
#619CFF	3.78	15.2	8	8	27	8	#619CFF
#619CFF	3.84	13.3	8	8	27	8	#619CFF
#F8766D	1.513	30.4	4	4	28	4	#F8766D
#F8766D	1.615	30.4	4	4	28	4	#F8766D
#F8766D	1.835	33.9	4	4	28	4	#F8766D
#F8766D	1.935	27.3	4	4	28	4	#F8766D
#F8766D	2.14	26	4	4	28	4	#F8766D
#F8766D	2.2	32.4	4	4	28	4	#F8766D
#F8766D	2.32	22.8	4	4	28	4	#F8766D
#F8766D	2.465	21.5	4	4	28	4	#F8766D
#00BA38	2.62	21	6	6	28	6	#00BA38
#00BA38	2.77	19.7	6	6	28	6	#00BA38
#F8766D	2.78	21.4	4	4	28	4	#F8766D
#00BA38	2.875	21	6	6	28	6	#00BA38
#F8766D	3.15	22.8	4	4	28	4	#F8766D
#619CFF	3.17	15.8	8	8	28	8	#619CFF
#F8766D	3.19	24.4	4	4	28	4	#F8766D
#00BA38	3.215	21.4	6	6	28	6	#00BA38
#619CFF	3.435	15.2	8	8	28	8	#619CFF
#619CFF	3.44	18.7	8	8	28	8	#619CFF
#00BA38	3.44	19.2	6	6	28	6	#00BA38
#00BA38	3.44	17.8	6	6	28	6	#00BA38
#00BA38	3.46	18.1	6	6	28	6	#00BA38
#619CFF	3.52	15.5	8	8	28	8	#619CFF
#619CFF	3.57	14.3	8	8	28	8	#619CFF
#619CFF	3.57	15	8	8	28	8	#619CFF
#619CFF	3.73	17.3	8	8	28	8	#619CFF
#619CFF	3.78	15.2	8	8	28	8	#619CFF
#619CFF	3.84	13.3	8	8	28	8	#619CFF
#619CFF	3.845	19.2	8	8	28	8	#619CFF
#F8766D	1.513	30.4	4	4	29	4	#F8766D
#F8766D	1.615	30.4	4	4	29	4	#F8766D
#F8766D	1.835	33.9	4	4	29	4	#F8766D
#F8766D	1.935	27.3	4	4	29	4	#F8766D
#F8766D	2.14	26	4	4	29	4	#F8766D
#F8766D	2.2	32.4	4	4	29	4	#F8766D
#F8766D	2.32	22.8	4	4	29	4	#F8766D
#F8766D	2.465	21.5	4	4	29	4	#F8766D
#00BA38	2.62	21	6	6	29	6	#00BA38
#00BA38	2.77	19.7	6	6	29	6	#00BA38
#F8766D	2.78	21.4	4	4	29	4	#F8766D
#00BA38	2.875	21	6	6	29	6	#00BA38
#F8766D	3.15	22.8	4	4	29	4	#F8766D
#619CFF	3.17	15.8	8	8	29	8	#619CFF
#F8766D	3.19	24.4	4	4	29	4	#F8766D
#00BA38	3.215	21.4	6	6	29	6	#00BA38
#619CFF	3.435	15.2	8	8	29	8	#619CFF
#619CFF	3.44	18.7	8	8	29	8	#619CFF
#00BA38	3.44	19.2	6	6	29	6	#00BA38
#00BA38	3.44	17.8	6	6	29	6	#00BA38
#00BA38	3.46	18.1	6	6	29	6	#00BA38
#619CFF	3.52	15.5	8	8	29	8	#619CFF
#619CFF	3.57	14.3	8	8	29	8	#619CFF
#619CFF	3.57	15	8	8	29	8	#619CFF
#619CFF	3.73	17.3	8	8	29	8	#619CFF
#619CFF	3.78	15.2	8	8	29	8	#619CFF
#619CFF	3.84	13.3	8	8	29	8	#619CFF
#619CFF	3.845	19.2	8	8	29	8	#619CFF
#619CFF	4.07	16.4	8	8	29	8	#619CFF
#F8766D	1.513	30.4	4	4	30	4	#F8766D
#F8766D	1.615	30.4	4	4	30	4	#F8766D
#F8766D	1.835	33.9	4	4	30	4	#F8766D
#F8766D	1.935	27.3	4	4	30	4	#F8766D
#F8766D	2.14	26	4	4	30	4	#F8766D
#F8766D	2.2	32.4	4	4	30	4	#F8766D
#F8766D	2.32	22.8	4	4	30	4	#F8766D
#F8766D	2.465	21.5	4	4	30	4	#F8766D
#00BA38	2.62	21	6	6	30	6	#00BA38
#00BA38	2.77	19.7	6	6	30	6	#00BA38
#F8766D	2.78	21.4	4	4	30	4	#F8766D
#00BA38	2.875	21	6	6	30	6	#00BA38
#F8766D	3.15	22.8	4	4	30	4	#F8766D
#619CFF	3.17	15.8	8	8	30	8	#619CFF
#F8766D	3.19	24.4	4	4	30	4	#F8766D
#00BA38	3.215	21.4	6	6	30	6	#00BA38
#619CFF	3.435	15.2	8	8	30	8	#619CFF
#619CFF	3.44	18.7	8	8	30	8	#619CFF
#00BA38	3.44	19.2	6	6	30	6	#00BA38
#00BA38	3.44	17.8	6	6	30	6	#00BA38
#00BA38	3.46	18.1	6	6	30	6	#00BA38
#619CFF	3.52	15.5	8	8	30	8	#619CFF
#619CFF	3.57	14.3	8	8	30	8	#619CFF
#619CFF	3.57	15	8	8	30	8	#619CFF
#619CFF	3.73	17.3	8	8	30	8	#619CFF
#619CFF	3.78	15.2	8	8	30	8	#619CFF
#619CFF	3.84	13.3	8	8	30	8	#619CFF
#619CFF	3.845	19.2	8	8	30	8	#619CFF
#619CFF	4.07	16.4	8	8	30	8	#619CFF
#619CFF	5.25	10.4	8	8	30	8	#619CFF
#F8766D	1.513	30.4	4	4	31	4	#F8766D
#F8766D	1.615	30.4	4	4	31	4	#F8766D
#F8766D	1.835	33.9	4	4	31	4	#F8766D
#F8766D	1.935	27.3	4	4	31	4	#F8766D
#F8766D	2.14	26	4	4	31	4	#F8766D
#F8766D	2.2	32.4	4	4	31	4	#F8766D
#F8766D	2.32	22.8	4	4	31	4	#F8766D
#F8766D	2.465	21.5	4	4	31	4	#F8766D
#00BA38	2.62	21	6	6	31	6	#00BA38
#00BA38	2.77	19.7	6	6	31	6	#00BA38
#F8766D	2.78	21.4	4	4	31	4	#F8766D
#00BA38	2.875	21	6	6	31	6	#00BA38
#F8766D	3.15	22.8	4	4	31	4	#F8766D
#619CFF	3.17	15.8	8	8	31	8	#619CFF
#F8766D	3.19	24.4	4	4	31	4	#F8766D
#00BA38	3.215	21.4	6	6	31	6	#00BA38
#619CFF	3.435	15.2	8	8	31	8	#619CFF
#619CFF	3.44	18.7	8	8	31	8	#619CFF
#00BA38	3.44	19.2	6	6	31	6	#00BA38
#00BA38	3.44	17.8	6	6	31	6	#00BA38
#00BA38	3.46	18.1	6	6	31	6	#00BA38
#619CFF	3.52	15.5	8	8	31	8	#619CFF
#619CFF	3.57	14.3	8	8	31	8	#619CFF
#619CFF	3.57	15	8	8	31	8	#619CFF
#619CFF	3.73	17.3	8	8	31	8	#619CFF
#619CFF	3.78	15.2	8	8	31	8	#619CFF
#619CFF	3.84	13.3	8	8	31	8	#619CFF
#619CFF	3.845	19.2	8	8	31	8	#619CFF
#619CFF	4.07	16.4	8	8	31	8	#619CFF
#619CFF	5.25	10.4	8	8	31	8	#619CFF
#619CFF	5.345	14.7	8	8	31	8	#619CFF
#F8766D	1.513	30.4	4	4	32	4	#F8766D
#F8766D	1.615	30.4	4	4	32	4	#F8766D
#F8766D	1.835	33.9	4	4	32	4	#F8766D
#F8766D	1.935	27.3	4	4	32	4	#F8766D
#F8766D	2.14	26	4	4	32	4	#F8766D
#F8766D	2.2	32.4	4	4	32	4	#F8766D
#F8766D	2.32	22.8	4	4	32	4	#F8766D
